id,section,section_title_he,source_lessons,section_goal_he,node_title_he,skill_he,explain_he,exercise,items_he,trap_feedback_he,pass_rule,node_source
4.c.18.3,18,"בנק מילים · טכנולוגיה, סביבה ו-collocations",L14 · Circles 2–3,20 מילים + ארבעה צירופים שהופכים כתיבה לטבעית.,research הוא בלתי ספיר,התלמיד כותב research shows ולא a research.,"באנגלית אין a research ואין researches. אומרים research shows, research suggests, the research found. זו שגיאה שקופצת לעין הבוחן מיד.",GAP · 5 תיקונים,"""She did a research about exercise."" → ""She did research on exercise."" / ""Her research examined..."" ⏐ ""Many researches show that..."" → ""Much research shows that..."" ⏐ ""A research from Stanford found..."" → ""Research from Stanford found..."" ⏐ ""I read a research yesterday."" → ""I read a study yesterday."" ⏐ ""The researches are clear."" → ""The research is clear.""",,4/5.,L14 · טעות מתועדת
4.c.18.4,18,"בנק מילים · טכנולוגיה, סביבה ו-collocations",L14 · Circles 2–3,20 מילים + ארבעה צירופים שהופכים כתיבה לטבעית.,affect מול effect,התלמיד בוחר נכון בין הפועל לשם העצם.,"affect הוא פועל: *Noise affects sleep.* effect הוא שם עצם: *The effect is serious.* זהו זוג המילים הנפוץ ביותר בשגיאות של מודול C, והוא מופיע גם בקריאה וגם בכתיבה.",GAP · 6 פריטים,"""Noise ___ sleep."" → affects ⏐ ""The ___ of noise is serious."" → effect ⏐ ""Screen time can ___ children's sleep."" → affect ⏐ ""Volunteering has a positive ___ on teenagers."" → effect ⏐ ""How did the programme ___ participants' health?"" → affect ⏐ ""Not all types of boredom have the same ___."" → effect",,5/6.,L4 · L14 · שתי הופעות
4.c.18.5,18,"בנק מילים · טכנולוגיה, סביבה ו-collocations",L14 · Circles 2–3,20 מילים + ארבעה צירופים שהופכים כתיבה לטבעית.,ארבעת הצירופים לכתיבה,התלמיד משתמש בארבעה צירופים מוכנים.,ידיעת מילה אינה מספיקה — צריך לדעת עם מה היא הולכת. ארבעה צירופים מוכנים שאפשר להכניס כמעט לכל פסקה: an effective way to · benefit from · research shows / suggests · have a positive / negative effect on. שנן אותם כיחידה אחת.,VOCAB + GAP · 8 פריטים,"""Volunteering is an effective way ___ build skills."" → to ⏐ ""Teenagers benefit ___ real-life experience."" → from ⏐ ""Research ___ that sleep matters."" → shows / suggests ⏐ ""Sport has a positive effect ___ mental health."" → on",,6/8.,
4.c.18.6,18,"בנק מילים · טכנולוגיה, סביבה ו-collocations",L14 · Circles 2–3,20 מילים + ארבעה צירופים שהופכים כתיבה לטבעית.,effective חייב שם עצם אחריו,התלמיד לא כותב It is effective בלי המשך.,"effective צריך לענות על השאלה ""יעיל למה"". It is effective תלוי באוויר. כתוב an effective way to improve..., an effective solution for....",WRITE · 4 תיקונים,,,3/4.,L15 · טעות מתועדת
4.c.18.7,18,"בנק מילים · טכנולוגיה, סביבה ו-collocations",L14 · Circles 2–3,20 מילים + ארבעה צירופים שהופכים כתיבה לטבעית.,שער אוצר מילים 2,,,CHECK · TIMED · 15 פריטים · מילים + צירופים,,,12/15.,
4.c.19.1,19,מקריאה לכתיבה,"L15 · טקסט GIVING TIME, GAINING HAPPINESS",התלמיד לוקח מילים מטקסט קריאה ומשתמש בהן בנושא אחר.,Notice — מה שווה לקחת,"התלמיד מזהה צירופים שימושיים לכתיבה, לא מילים נדירות.","כשאתה קורא טקסט בבחינה, אתה גם אוסף חומר לכתיבה שלך. אבל אל תיקח מילים נדירות — קח צירופים שאפשר להשתמש בהם בכל נושא: the most effective, go beyond, according to many experts, plays an important role.",MARK · 6 יעדים בטקסט GIVING TIME,,,4/6.,
4.c.19.2,19,מקריאה לכתיבה,"L15 · טקסט GIVING TIME, GAINING HAPPINESS",התלמיד לוקח מילים מטקסט קריאה ומשתמש בהן בנושא אחר.,Understand — מה זה אומר כאן,,,MCQ · 5 פריטים · בחירת המשמעות בהקשר,,,4/5.,
4.c.19.3,19,מקריאה לכתיבה,"L15 · טקסט GIVING TIME, GAINING HAPPINESS",התלמיד לוקח מילים מטקסט קריאה ומשתמש בהן בנושא אחר.,Adapt — לקחת את המבנה,התלמיד ממיר צירוף מהטקסט לנושא אחר.,"אתה לא מעתיק את המשפט — אתה לוקח את המבנה ומחליף את התוכן. הטקסט אומר the most effective programmes bring young people face to face. אתה כותב: an effective way to improve my school is to bring students together. אותו מבנה, נושא אחר.",WRITE · 4 המרות,"""the most effective programmes bring young people face to face"" → ""an effective way to improve my school is to bring students together"" ⏐ ""the benefits go beyond simple happiness"" → ""the benefits of a part-time job go beyond money"" ⏐ ""skills that no classroom can ever replace"" → ""experience that no textbook can replace"" ⏐ ""students became more responsible and more focused"" → ""teenagers become more responsible when they work""",,3/4.,
4.c.19.4,19,מקריאה לכתיבה,"L15 · טקסט GIVING TIME, GAINING HAPPINESS",התלמיד לוקח מילים מטקסט קריאה ומשתמש בהן בנושא אחר.,העתקה אינה התאמה,התלמיד מזהה מתי הוא העתיק ולא התאים.,"משפט שהועתק כלשונו מהטקסט לא נחשב לכתיבה שלך. השינוי חייב להיות אמיתי: נושא אחר, או לפחות שם עצם ופועל שונים.","CLASSIFY · 5 משפטים · ""הועתק"" מול ""הותאם""",,,4/5.,L15 · טעות מתועדת
4.c.19.5,19,מקריאה לכתיבה,"L15 · טקסט GIVING TIME, GAINING HAPPINESS",התלמיד לוקח מילים מטקסט קריאה ומשתמש בהן בנושא אחר.,"""according to me"" אינו קיים",התלמיד כותב in my opinion או I think.,"according to משמש רק למישהו אחר: according to Dr. Klein, according to the text. על עצמך כותבים in my opinion או I think that. according to me לא קיים באנגלית.",GAP · 4 תיקונים,,,3/4.,L15 · טעות מתועדת
4.c.19.6,19,מקריאה לכתיבה,"L15 · טקסט GIVING TIME, GAINING HAPPINESS",התלמיד לוקח מילים מטקסט קריאה ומשתמש בהן בנושא אחר.,שער סקשן 19,,,CHECK · 5 פריטים · Notice → Adapt → Use על טקסט חדש,,,80%.,
4.c.20.1,20,משפטים שעובדים,L16,"ארבעה משפטים תקינים על כל נושא, בלי חמש השגיאות היקרות.",בלי פועל אין משפט,התלמיד מזהה משפט חסר פועל.,"Many students jobs after school נראה כמו משפט. הוא לא — אין בו פועל. זו השגיאה שהכי עולה נקודות בכתיבה, והיא גם הקלה ביותר לתפיסה: אחרי כל משפט שכתבת, שאל ""איפה הפועל"".","CLASSIFY · 8 פריטים · ""משפט תקין"" מול ""חסר פועל""","""Many students jobs after school."" → חסר פועל ⏐ ""Many students have jobs after school."" → תקין ⏐ ""Because sport."" → חסר פועל ופסוקית ⏐ ""Volunteering teaches responsibility."" → תקין ⏐ ""The benefits of volunteering."" → חסר פועל ⏐ ""Volunteering has many benefits."" → תקין ⏐ ""For example, many schools programmes for teenagers."" → חסר פועל ⏐ ""For example, many schools offer programmes for teenagers."" → תקין",,6/8.,
4.c.20.2,20,משפטים שעובדים,L16,"ארבעה משפטים תקינים על כל נושא, בלי חמש השגיאות היקרות.",מצא את הפועל,,,MARK · 6 משפטים · סימון הפועל,,,5/6.,
4.c.20.3,20,משפטים שעובדים,L16,"ארבעה משפטים תקינים על כל נושא, בלי חמש השגיאות היקרות.",יחיד ורבים,התאמת פועל לנושא.,Students is שגוי — רבים דורש are. Working develop שגוי — working הוא יחיד ודורש develops. עברו על כל משפט ובדקו: הנושא יחיד או רבים?,GAP · 6 תיקונים,"""Students is good at sport."" → are ⏐ ""Many students has part-time jobs."" → have ⏐ ""Working develop important skills."" → develops ⏐ ""All student benefit from experience."" → All students ⏐ ""The programme provide free classes."" → provides ⏐ ""Teenagers who volunteer feels less stressed."" → feel",,5/6.,L16 · L17 · error clinic
4.c.20.4,20,משפטים שעובדים,L16,"ארבעה משפטים תקינים על כל נושא, בלי חמש השגיאות היקרות.",זמנים — `I was think`,התלמיד לא מערבב זמנים.,"I was think אינו קיים. או I think (הווה), או I thought (עבר), או I was thinking (הווה ממושך בעבר). בכתיבת דעה — כמעט תמיד I think.","GAP · 5 תיקונים · כולל ""I was enjoy volunteering last year"" → I enjoyed",,,4/5.,L16 · L17
4.c.20.5,20,משפטים שעובדים,L16,"ארבעה משפטים תקינים על כל נושא, בלי חמש השגיאות היקרות.",בלי `the` בהכללה,התלמיד משמיט the במשפטי הכללה.,"כשמדברים על קבוצה בכללותה — בלי the. Teenagers need more opportunities ולא The teenagers. עם the המשמעות היא ""אותם מתבגרים מסוימים שדיברנו עליהם"".",GAP · 5 תיקונים,,,4/5.,L16 · טעות מתועדת
4.c.20.6,20,משפטים שעובדים,L16,"ארבעה משפטים תקינים על כל נושא, בלי חמש השגיאות היקרות.",`because` דורש פסוקית שלמה,התלמיד כותב נושא ופועל אחרי because.,Because sport אינו משפט. אחרי because חייבים נושא ופועל: because sport helps people relax. וגם לפני because צריך משפט ראשי.,GAP · 5 תיקונים,,,4/5.,
4.c.20.7,20,משפטים שעובדים,L16,"ארבעה משפטים תקינים על כל נושא, בלי חמש השגיאות היקרות.","מילה, צירוף, משפט",בנייה מדורגת במקום כתיבה מהראש.,"אל תנסה לכתוב משפט שלם בבת אחת. קח מילה, הפוך אותה לצירוף, ואז למשפט. volunteer → to volunteer at a local centre → Many teenagers volunteer at a local centre after school.",WRITE · 3 בניות מדורגות,,,2/3.,
4.c.20.8,20,משפטים שעובדים,L16,"ארבעה משפטים תקינים על כל נושא, בלי חמש השגיאות היקרות.","ארבעה משפטים, ארבעה פעלים",התלמיד כותב ארבעה משפטים ובודק אותם בעצמו.,,WRITE · פסקה של 4 משפטים + בדיקה עצמית מובנית (סימון הפועל בכל משפט),,,4 פעלים מסומנים ותקינים.,
4.c.20.9,20,משפטים שעובדים,L16,"ארבעה משפטים תקינים על כל נושא, בלי חמש השגיאות היקרות.",שער סקשן 20,,,CHECK · 8 פריטים · זיהוי ותיקון של חמש השגיאות,,,80%.,
4.c.21.1,21,מקשרים ומרפאת שגיאות,L17 · CONNECTOR DRILL · error clinic,"פסקה מחוברת, לא רשימת משפטים.",חמשת המקשרים ותפקידם,התלמיד יודע מה כל מקשר עושה.,חמישה מקשרים מספיקים לכל מטלת כתיבה במודול C. לכל אחד תפקיד אחד: because נותן סיבה · however מנגיד · also / in addition מוסיפים · for example מדגים · although מנגיד בתוך משפט אחד.,VOCAB · 5 מקשרים + התפקיד שלהם.,,,4/5.,
4.c.21.2,21,מקשרים ומרפאת שגיאות,L17 · CONNECTOR DRILL · error clinic,"פסקה מחוברת, לא רשימת משפטים.",`because` לא פותח משפט עצמאי,התלמיד לא כותב משפט שמתחיל ב-because ואין בו פסוקית ראשית.,"Because I like sport. אינו משפט — זו חצי מחשבה. או I do sport because I like it, או Because I like sport, I train every day. תמיד שני חלקים.",MCQ · 5 פריטים · תקין / לא תקין,,,4/5.,L17 · error clinic פריט 2
4.c.21.3,21,מקשרים ומרפאת שגיאות,L17 · CONNECTOR DRILL · error clinic,"פסקה מחוברת, לא רשימת משפטים.",לא `however` ולא `but` יחד,התלמיד לא מכפיל מקשרי ניגוד.,"However, but I think... הוא ניגוד כפול. בחר אחד: However, I think... או ..., but I think....",MCQ · 4 פריטים,,,3/4.,L17 · error clinic פריט 3
4.c.21.4,21,מקשרים ומרפאת שגיאות,L17 · CONNECTOR DRILL · error clinic,"פסקה מחוברת, לא רשימת משפטים.",`also` מול `although`,התלמיד מבחין בין הוספה לניגוד.,also מוסיף מידע באותו כיוון. although מנגיד. הן נשמעות דומה ומבלבלות — אבל הן עושות דברים הפוכים.,GAP · 6 פריטים,,,5/6.,L17 · טעות מתועדת
4.c.21.5,21,מקשרים ומרפאת שגיאות,L17 · CONNECTOR DRILL · error clinic,"פסקה מחוברת, לא רשימת משפטים.",`for example` בלי `that`,"התלמיד כותב For example, many students...","For example that many students volunteer שגוי. אחרי for example בא פסיק ואז שם עצם או משפט: For example, many students volunteer.",GAP · 4 תיקונים,,,3/4.,L17 · error clinic פריט 6
4.c.21.6,21,מקשרים ומרפאת שגיאות,L17 · CONNECTOR DRILL · error clinic,"פסקה מחוברת, לא רשימת משפטים.",מרפאת שגיאות — עשרה תיקונים,התלמיד מזהה ומתקן את עשר השגיאות הנפוצות.,,WRITE · 10 תיקונים · מתוך ה-error clinic המקורי,"1 → ""Many students has part-time jobs."" → have ⏐ 2 → ""Because I think volunteering is important."" → הוסף פסוקית ראשית או הסר את because ⏐ 3 → ""However, but some students cannot find work."" → הסר but ⏐ 4 → ""The teenagers need more opportunities."" → הסר The ⏐ 5 → ""I was enjoy volunteering last year."" → I enjoyed ⏐ 6 → ""For example that many schools have programmes."" → הסר that ⏐ 7 → ""Working develop important skills."" → develops ⏐ 8 → ""In addition to I think it is a good idea."" → In addition, I think... ⏐ 9 → ""All student benefit from experience."" → All students ⏐ 10 → ""I believe volunteering is a good idea although."" → ""Although it takes time, I believe volunteering is a good idea.""",,8/10.,
4.c.21.7,21,מקשרים ומרפאת שגיאות,L17 · CONNECTOR DRILL · error clinic,"פסקה מחוברת, לא רשימת משפטים.",פסקה עם כל חמשת המקשרים,התלמיד כותב 70–90 מילים עם כל המקשרים.,"עכשיו מחברים הכול. פסקה אחת, 70–90 מילים, על ""האם למתבגרים כדאי לעבוד בעבודה חלקית"". חובה: כל חמשת המקשרים. *""I think that teenagers should have a part-time job because it teaches them important skills. For example, they learn to be responsible and to manage their time. However, some teenagers may find it difficult to balance work and school. Although this is a challenge, I believe the benefits are greater. In addition, having a job gives teenagers financial independence.""*",WRITE · פסקה אחת · rubric: 5 מקשרים · פועל בכל משפט · 70–90 מילים,,,כל שלושת הקריטריונים.,L17 · YOU DO + מודל התשובה
4.c.21.8,21,מקשרים ומרפאת שגיאות,L17 · CONNECTOR DRILL · error clinic,"פסקה מחוברת, לא רשימת משפטים.",שער סקשן 21,,,CHECK · 6 פריטים · CONNECTOR DRILL המקורי,,,5/5 בתרגיל המקשרים.,
4.c.22.1,22,ניהול זמן,L18 · L19 · דפוס P15 · טקסט THE DEEP SEA MYSTERY,התלמיד לא מאבד את מטלת הכתיבה בגלל שאלה קשה אחת.,לוח ה-90 דקות,התלמיד יודע את חלוקת הזמן בעל פה.,"40 דקות קריאה · 20 דקות כתיבה · השאר לבדיקה ולחזרה לשאלות מסומנות. הכתיבה מתחילה בדקה 40 — גם אם לא סיימת את הקריאה. זה לא רעיון, זה כלל.",CLASSIFY · 5 פריטים · סידור שלבי הבחינה על ציר זמן,,,סידור נכון מלא.,
4.c.22.2,22,ניהול זמן,L18 · L19 · דפוס P15 · טקסט THE DEEP SEA MYSTERY,התלמיד לא מאבד את מטלת הכתיבה בגלל שאלה קשה אחת.,"P15 — סמן, עבור, חזור",התלמיד עוזב שאלה קשה בתוך 90 שניות.,"ההחלטה הזו אינה נתונה למשא ומתן. תקוע 90 שניות — סמן, עבור לשאלה הבאה, חזור בסוף אם יש זמן. ""עוד דקה אחת"" הוא איך שמאבדים את מטלת הכתיבה.","TIMED · 6 שאלות · שתיים מהן קשות במכוון; אחרי 90 שניות הממשק מציג רק את כפתור ""סמן ועבור""",,,התלמיד לא חרג ביותר משאלה אחת.,"L18 · ""P15 must be automatic, not negotiated"""
4.c.22.3,22,ניהול זמן,L18 · L19 · דפוס P15 · טקסט THE DEEP SEA MYSTERY,התלמיד לא מאבד את מטלת הכתיבה בגלל שאלה קשה אחת.,לתעד את הזמן בסימון,התלמיד רושם כמה זמן נשאר כשהוא מסמן שאלה.,אם סימנת ארבע שאלות ונשארו לך שלוש דקות — אתה לא חוזר לכולן. תעד: לאיזו שאלה יש הכי הרבה סיכוי לתשובה מהירה. אליה תחזור ראשון.,"MCQ · 4 תרחישים · ""לאיזו שאלה לחזור ראשונה""",,,3/4.,"L18 · ""returns to marked questions but now has no time"""
4.c.22.4,22,ניהול זמן,L18 · L19 · דפוס P15 · טקסט THE DEEP SEA MYSTERY,התלמיד לא מאבד את מטלת הכתיבה בגלל שאלה קשה אחת.,רמזור ו-P15 יחד,התלמיד מזהה ששאלה אדומה היא מועמדת מיידית לסימון.,"אדום (לא מבין את השאלה) פירושו סמן ועבור — עכשיו. צהוב פירושו נסה 30 שניות למצוא הוכחה, ואז החלט. ירוק פירושו ענה והמשך. הרמזור הוא מה שמפעיל את P15.",CLASSIFY · 5 שאלות · צבע + החלטה,,,4/5.,
4.c.22.5,22,ניהול זמן,L18 · L19 · דפוס P15 · טקסט THE DEEP SEA MYSTERY,התלמיד לא מאבד את מטלת הכתיבה בגלל שאלה קשה אחת.,סט קריאה מלא בזמן,,,TIMED · טקסט THE DEEP SEA MYSTERY · 4 שאלות · 35 דקות,,,סיום בזמן + 75% נכונות.,
4.c.22.6,22,ניהול זמן,L18 · L19 · דפוס P15 · טקסט THE DEEP SEA MYSTERY,התלמיד לא מאבד את מטלת הכתיבה בגלל שאלה קשה אחת.,כתיבה בזמן,,,TIMED · 20 דקות · 70–90 מילים,,,"בתוך הזמן, בטווח המילים.",
4.c.22.7,22,ניהול זמן,L18 · L19 · דפוס P15 · טקסט THE DEEP SEA MYSTERY,התלמיד לא מאבד את מטלת הכתיבה בגלל שאלה קשה אחת.,שער סקשן 22,,,CHECK · TIMED · קריאה + כתיבה ברצף · 55 דקות,,,80% + עמידה בחלוקת הזמן.,
4.c.23.1,23,YES או NO,L20 · דפוס P14 שלב 1,"עמדה ברורה תוך 30 שניות, בלי ""שני הצדדים"".",מילות דעה,התלמיד פותח בניסוח נכון.,In my opinion · I believe that · I think that — שלושתן תקינות. According to me אינו קיים. בחר אחת ותיצמד אליה.,VOCAB · 4 פריטים,,,3/4.,
4.c.23.2,23,YES או NO,L20 · דפוס P14 שלב 1,"עמדה ברורה תוך 30 שניות, בלי ""שני הצדדים"".","""שני הצדדים"" מוריד נקודות",התלמיד מזהה פתיח שפוסל את עצמו.,"On one hand... on the other hand... so there are many opinions — זה לא מה שביקשו. הבוחן מבקש את הדעה שלך. תשובה שלא מכריעה אינה תשובה שלמה, ומורידה נקודות בקריטריון התוכן.","MCQ · 5 פתיחים · ""מכריע"" מול ""מתחמק""",,,4/5.,L20 · טעות מתועדת
4.c.23.3,23,YES או NO,L20 · דפוס P14 שלב 1,"עמדה ברורה תוך 30 שניות, בלי ""שני הצדדים"".",הכרעה ב-30 שניות,התלמיד בוחר צד מהר.,"אין תשובה נכונה. יש צד שקל לך יותר להגן עליו. אל תשאל ""מה אני באמת חושב"" — שאל ""לאיזה צד יש לי שתי סיבות מוכנות"". 30 שניות, ומתחילים לכתוב.",TIMED · 10 נושאים אמיתיים · כפתור YES/NO · שעון לכל נושא,,,8 מתוך 10 החלטות בתוך 30 שניות.,L20 · Binary Choice Drill
4.c.23.4,23,YES או NO,L20 · דפוס P14 שלב 1,"עמדה ברורה תוך 30 שניות, בלי ""שני הצדדים"".",משפט הפתיחה,התלמיד כותב עמדה + סיבה במשפט אחד.,משפט ראשון קבוע: I think that ___ because ___. העמדה קודמת לסיבה. תלמיד שמתחיל בסיבה משאיר את הבוחן בלי לדעת מה דעתו.,WRITE · 5 משפטי פתיחה,"*""I think that all students should do volunteer work because it teaches them important life skills.""* ⏐ *""I do not think all students should do volunteer work because some students have very little free time.""*",,4/5 · חובה עמדה מפורשת + because.,L20 · WE DO
4.c.23.5,23,YES או NO,L20 · דפוס P14 שלב 1,"עמדה ברורה תוך 30 שניות, בלי ""שני הצדדים"".",לא לשנות עמדה באמצע,התלמיד שומר על אותו צד לאורך הפסקה.,"התחלת ב-YES — כל הפסקה מגנה על YES. משפט אחד שמתחיל ""אבל מצד שני"" הורס את הקוהרנטיות ומוריד נקודות.","CLASSIFY · 4 פסקאות · ""עקבית"" מול ""התהפכה""",,,3/4.,L20 · טעות מתועדת
4.c.23.6,23,YES או NO,L20 · דפוס P14 שלב 1,"עמדה ברורה תוך 30 שניות, בלי ""שני הצדדים"".",דעה + סיבה + דוגמה,,,"WRITE · 50–60 מילים · נושא: *""Is there too much emphasis on tests and grades in our education system?""*",,,כל הקריטריונים.,
4.c.23.7,23,YES או NO,L20 · דפוס P14 שלב 1,"עמדה ברורה תוך 30 שניות, בלי ""שני הצדדים"".",שער סקשן 23,,,CHECK · WRITE + rubric,,,כל הקריטריונים.,
4.c.24.1,24,"סיבה, הסבר, דוגמה",L21 · דפוס P14 שלב 2,שתי סיבות מלאות לפי תבנית קבועה.,התבנית,שינון התבנית בעל פה.,"שלושה משפטים לכל סיבה, תמיד באותו סדר: סיבה — because ___ הסבר — This means ___ דוגמה — For example, ___ ברגע שהתבנית אצלך בראש, כתיבה של 70–90 מילים היא עבודה מכנית, לא יצירתית.",VOCAB · שינון · השלמת התבנית מהזיכרון,,,שחזור מלא.,
4.c.24.2,24,"סיבה, הסבר, דוגמה",L21 · דפוס P14 שלב 2,שתי סיבות מלאות לפי תבנית קבועה.,סיבה אינה דוגמה,התלמיד מבחין בין השתיים.,"סיבה מסבירה למה. דוגמה מראה מקרה. ""כי זה מלמד אחריות"" היא סיבה. ""לדוגמה, תלמידים שמתנדבים בבית אבות"" היא דוגמה. תלמידים מחליפים ביניהן וכותבים שתי דוגמאות בלי סיבה אחת.","CLASSIFY · 6 משפטים · ""סיבה"" מול ""דוגמה""",,,5/6.,L21 · טעות מתועדת
4.c.24.3,24,"סיבה, הסבר, דוגמה",L21 · דפוס P14 שלב 2,שתי סיבות מלאות לפי תבנית קבועה.,"""it is good"" אינו הסבר",התלמיד כותב הסבר שמוסיף מידע.,"because it is good לא אומר כלום. ההסבר צריך לענות: למה זה חשוב, מה זה גורם. because it teaches teenagers responsibility. This means they learn to manage their own time.",MCQ + WRITE · 5 פריטים · שדרוג סיבה חלשה,"""because it is good"" → ""because it teaches teenagers responsibility. This means they learn to manage their own time."" ⏐ ""because it is important"" → ""because it gives students real-life experience. This means they are better prepared for work."" ⏐ ""because it helps"" → ""because it reduces stress. This means students can concentrate better in class.""",,4/5.,L21 · טעות מתועדת
4.c.24.4,24,"סיבה, הסבר, דוגמה",L21 · דפוס P14 שלב 2,שתי סיבות מלאות לפי תבנית קבועה.,דוגמה לא בגוף ראשון,התלמיד כותב דוגמה כללית.,"For example, I once volunteered... חלש — הוא לא מוכיח כלום מעבר לך. For example, many schools in Israel run volunteering programmes חזק יותר ונשמע אקדמי.",WRITE · 4 המרות מגוף ראשון לכללי,,,3/4.,L21 · טעות מתועדת
4.c.24.5,24,"סיבה, הסבר, דוגמה",L21 · דפוס P14 שלב 2,שתי סיבות מלאות לפי תבנית קבועה.,עומק לפני רוחב,התלמיד בוחר שתי סיבות מלאות על פני שלוש קטועות.,"שתי סיבות עם הסבר ודוגמה מקבלות ציון גבוה יותר משלוש סיבות בלי הסבר. בבחינה הזו עומק מנצח רוחב, תמיד.","CLASSIFY · 4 זוגות פסקאות · ""איזו מקבלת ציון גבוה יותר""",,,3/4.,L21 · טעות מתועדת
4.c.24.6,24,"סיבה, הסבר, דוגמה",L21 · דפוס P14 שלב 2,שתי סיבות מלאות לפי תבנית קבועה.,"סיבה שנייה, אותה תבנית",,,WRITE · הרחבת פסקה לשתי סיבות מלאות,,,שתי סיבות × שלושה חלקים.,
4.c.24.7,24,"סיבה, הסבר, דוגמה",L21 · דפוס P14 שלב 2,שתי סיבות מלאות לפי תבנית קבועה.,שער סקשן 24,,,CHECK · WRITE + rubric,,,12/15.,
4.c.25.1,25,בנק הדוגמאות ואורך התשובה,L22 · דפוס P14 שלב 3,"תשובה שלמה של 70–90 מילים על כל נושא, בזמן.",חמש הדוגמאות הכלליות,שינון חמישה משפטים שמתאימים לכל נושא.,"""אין לי דוגמה"" הוא מה שמשתק תלמידים באמצע הכתיבה. הפתרון: חמישה משפטים כלליים ששיננת מראש, שאפשר להתאים לכל נושא. הם לא חייבים להיות אמיתיים — הם חייבים להיות רלוונטיים ותקינים דקדוקית.",VOCAB · שינון 5 משפטים,,,שחזור 4 מתוך 5.,
4.c.25.2,25,בנק הדוגמאות ואורך התשובה,L22 · דפוס P14 שלב 3,"תשובה שלמה של 70–90 מילים על כל נושא, בזמן.",התאמת דוגמה לנושא,,,MCQ · 6 פריטים · התאמת משפט מהבנק לנושא נתון,,,5/6.,
4.c.25.3,25,בנק הדוגמאות ואורך התשובה,L22 · דפוס P14 שלב 3,"תשובה שלמה של 70–90 מילים על כל נושא, בזמן.",דוגמה אחת לכל סיבה,התלמיד לא חוזר על אותה דוגמה.,אם השתמשת בדוגמה על התנדבות בסיבה הראשונה — הסיבה השנייה צריכה דוגמה אחרת. חזרה על אותה דוגמה מורידה נקודות בקריטריון העושר.,CLASSIFY · 4 פסקאות · זיהוי חזרה,,,3/4.,L22 · טעות מתועדת
4.c.25.4,25,בנק הדוגמאות ואורך התשובה,L22 · דפוס P14 שלב 3,"תשובה שלמה של 70–90 מילים על כל נושא, בזמן.",לספור מילים באמת,התלמיד מזהה חוסר או עודף ומתקן נכון.,מתחת ל-70: הרחב את הסיבה השנייה — אל תוסיף סיבה שלישית קטועה. מעל 90: מחק את הסיבה השלישית — לא את הדוגמאות. הבוחן סופר.,WRITE · מונה מילים חי · 4 תיקוני אורך,,,שלוש פסקאות בטווח 70–90.,"L22 · ""writes 55 words — add to reason 2 · writes 105 — cut the third reason"""
4.c.25.5,25,בנק הדוגמאות ואורך התשובה,L22 · דפוס P14 שלב 3,"תשובה שלמה של 70–90 מילים על כל נושא, בזמן.",בלי משפטים מעורפלים,התלמיד משלים משפטים כלליים.,Many people... בלי המשך ברור הוא משפט מבוזבז. כל משפט צריך לומר משהו ספציפי — אחרת הוא סופר לאורך אבל לא לתוכן.,WRITE · 4 השלמות,,,3/4.,L22 · טעות מתועדת
4.c.25.6,25,בנק הדוגמאות ואורך התשובה,L22 · דפוס P14 שלב 3,"תשובה שלמה של 70–90 מילים על כל נושא, בזמן.",תשובה מלאה בזמן,,"*""I think all pupils should do volunteer work because it teaches them important skills. This means that they develop responsibility and learn to work with others. For example, many students who volunteer become more focused in class. Another reason is that volunteering benefits the whole community. In addition, studies show that teenagers who volunteer feel less stressed. According to many experts, real-life experience is extremely valuable.""*","TIMED · 15 דקות · פרומפט: *""Should all high school pupils do volunteer work?""*",,,בזמן · 70–90 מילים · כל חלקי התבנית.,L22 · מודל התשובה
4.c.25.7,25,בנק הדוגמאות ואורך התשובה,L22 · דפוס P14 שלב 3,"תשובה שלמה של 70–90 מילים על כל נושא, בזמן.",שער סקשן 25,,,CHECK · WRITE + rubric מלא של 15 נקודות,,,12/15.,
4.c.26.1,26,סימולציה ותיקון,L23 · L24 · טקסט THE KINDNESS EFFECT,"בחינה מלאה בתנאים אמיתיים, ואז תיקון החולשה האחת שהכי עולה נקודות.",חצי בחינה — קריאה,,,TIMED · 35 דקות · טקסט KINDNESS EFFECT · כל סוגי השאלות,,,סיום בזמן.,
4.c.26.2,26,סימולציה ותיקון,L23 · L24 · טקסט THE KINDNESS EFFECT,"בחינה מלאה בתנאים אמיתיים, ואז תיקון החולשה האחת שהכי עולה נקודות.",חצי בחינה — כתיבה,,,TIMED · 20 דקות · 70–90 מילים,,,בזמן ובטווח.,
4.c.26.3,26,סימולציה ותיקון,L23 · L24 · טקסט THE KINDNESS EFFECT,"בחינה מלאה בתנאים אמיתיים, ואז תיקון החולשה האחת שהכי עולה נקודות.",סימולציה מלאה,,"90 דקות. כל מה שלמדת. אין עזרה, אין חזרות. הדרך היחידה להיכשל בצומת הזה היא לא להשתמש בדפוסים.",TIMED · 90 דקות · קריאה 40 + כתיבה 20 + חזרה לסימונים,,,השלמה מלאה. הציון אינו חוסם — הוא מזין את 26.4.,
